FON-CHR-40433,Two Concealed Stop Cocks with Basin Spout (Composite One Piece Body),"4,780"
FON-CHR-40441K,"Exposed Part Kit of Single Concealed Stop Cock Consisting of Operating Lever, Cartridge Sleeve, Wall Flange","1,870"
,(with Seals) & Basin Spout (Compatible with ALD-441),
FON-CHR-40427,Concealed 4-Way Divertor Set with Hot & Cold Concealed Stop Cock with Built-in Non-Return Valves,"6,410"
,(Composite One Piece Body),
FON-CHR-40421,4-Way Divertor for Concealed Fitting with Built-in Non-Return Valves with Divertor Handle,"3,090"
FON-CHR-40037,Bib Cock with Wall Flange,"1,680"
FON-CHR-40041,2 Way Bib Cock with Wall Flange,"1,830"
FON-CHR-40053,Angular Stop Cock with Wall Flange,"1,050"
FON-CHR-40083K,"Exposed Part Kit of Concealed Stop Cock & Flush Cock with Fitting Sleeve, Operating Lever & Adjustable Wall",580
,"Flange with Seal (compatible with ALD-083, ALD-089 & ALD-081)",
